0 1.00 0.40
1 0.00 0.00
2 48.49 19.31
3 25.99 10.35
4 64.43 25.65
5 37.78 15.04
6 34.06 13.56
7 26.98 10.74
8 48.59 19.35
9 31.82 12.67
10 38.70 15.41
11 39.01 15.53
12 36.81 14.65
13 36.62 14.58
14 37.02 14.74
15 33.30 13.26
16 51.11 20.35
17 31.37 12.49
18 39.36 15.67
19 45.76 18.22
20 33.77 13.44
21 39.22 15.62
22 34.07 13.57
23 37.42 14.90
24 39.35 15.67
25 38.07 15.16
26 34.91 13.90
27 30.29 12.06
28 39.08 15.56
29 34.75 13.83
30 42.32 16.85
31 36.02 14.34
32 41.90 16.68
33 37.54 14.94
34 40.65 16.18
35 43.60 17.36
36 34.56 13.76
37 37.83 15.06
38 33.89 13.49
39 41.53 16.54
40 39.52 15.73
41 40.11 15.97
42 39.66 15.79
43 37.12 14.78
44 34.02 13.54
45 37.72 15.02
46 39.96 15.91
47 36.09 14.37
48 39.93 15.90
49 34.76 13.84
50 38.37 15.28
51 36.12 14.38
52 33.55 13.36
53 38.07 15.16
54 37.70 15.01
55 39.94 15.90
56 33.83 13.47
57 35.41 14.10
58 48.66 19.37
59 36.32 14.46
60 40.01 15.93
61 36.16 14.39
62 36.67 14.60
63 34.00 13.54
64 42.49 16.91
65 37.87 15.08
66 39.20 15.61
67 47.06 18.74
68 31.65 12.60
69 33.92 13.50
70 38.88 15.48
71 42.71 17.00
72 35.49 14.13
73 34.12 13.58
74 38.38 15.28
75 35.55 14.15
76 36.65 14.59
77 34.66 13.80
78 42.88 17.07
79 36.76 14.63
80 38.04 15.14
81 26.13 10.40
82 20.29 8.08
83 15.70 6.25
84 13.85 5.51
85 16.94 6.75
86 11.93 4.75
87 14.56 5.80
88 11.96 4.76
89 10.44 4.16
90 10.27 4.09
91 8.02 3.19
92 7.11 2.83
93 8.38 3.34
94 3.02 1.20
95 0.99 0.40
