0 1.00 0.40
1 15.89 6.33
2 72.43 28.84
3 21.10 8.40
4 60.30 24.01
5 36.88 14.68
6 36.08 14.36
7 22.31 8.88
8 43.22 17.21
9 38.59 15.36
10 36.15 14.39
11 31.92 12.71
12 45.78 18.23
13 39.19 15.60
14 37.25 14.83
15 36.40 14.49
16 45.34 18.05
17 37.01 14.74
18 38.27 15.24
19 30.48 12.14
20 46.91 18.67
21 36.11 14.38
22 33.49 13.33
23 37.17 14.80
24 42.70 17.00
25 35.91 14.30
26 31.14 12.40
27 37.40 14.89
28 38.52 15.34
29 40.57 16.15
30 39.73 15.82
31 36.37 14.48
32 37.17 14.80
33 38.93 15.50
34 39.13 15.58
35 35.00 13.94
36 35.39 14.09
37 40.04 15.94
38 35.03 13.95
39 40.37 16.07
40 39.59 15.76
41 39.23 15.62
42 38.96 15.51
43 35.52 14.14
44 42.50 16.92
45 36.20 14.41
46 35.74 14.23
47 41.08 16.36
48 36.57 14.56
49 36.76 14.63
50 41.11 16.37
51 34.02 13.54
52 36.91 14.69
53 36.69 14.61
54 39.35 15.67
55 32.41 12.90
56 40.17 15.99
57 41.05 16.34
58 33.37 13.29
59 40.03 15.94
60 40.35 16.06
61 36.72 14.62
62 37.50 14.93
63 40.68 16.20
64 39.42 15.69
65 36.86 14.68
66 37.23 14.82
67 41.38 16.47
68 37.19 14.81
69 36.80 14.65
70 42.60 16.96
71 37.47 14.92
72 38.30 15.25
73 29.82 11.87
74 39.68 15.80
75 38.17 15.20
76 34.85 13.87
77 37.18 14.80
78 39.86 15.87
79 41.00 16.32
80 23.25 9.26
81 11.16 4.44
82 15.40 6.13
83 13.12 5.22
84 10.25 4.08
85 9.97 3.97
86 12.07 4.81
87 11.20 4.46
88 9.66 3.85
89 8.20 3.27
90 7.81 3.11
91 5.97 2.38
92 6.89 2.74
93 4.27 1.70
94 1.46 0.58
