0 0.99 1.75
1 0.00 0.00
2 0.00 0.00
3 0.00 0.00
4 1.94 3.41
5 56.91 100.56
6 58.59 103.00
7 29.64 52.17
8 32.65 57.48
9 36.16 63.88
10 31.38 55.42
11 36.89 65.34
12 39.37 70.21
13 27.85 49.53
14 36.68 65.47
15 36.10 64.41
16 37.74 67.35
17 40.52 72.60
18 33.54 59.90
19 33.42 60.08
20 40.64 73.04
21 33.47 60.29
22 37.15 66.88
23 44.03 79.33
24 31.62 57.04
25 37.50 67.74
26 36.98 66.89
27 35.28 63.85
28 37.75 68.45
29 29.03 52.64
30 40.01 72.51
31 30.04 54.32
32 37.35 67.56
33 43.68 79.07
34 37.86 68.63
35 33.56 60.73
36 35.15 63.78
37 33.74 61.30
38 40.17 72.66
39 41.73 75.39
40 36.11 65.25
41 35.37 63.86
42 44.69 80.77
43 28.91 52.29
44 42.39 76.64
45 48.07 87.00
46 32.11 58.06
47 37.34 67.27
48 36.23 65.28
49 35.33 63.75
50 42.98 77.57
51 40.31 72.81
52 33.01 59.57
53 43.96 79.65
54 36.87 66.79
55 38.86 70.54
56 37.12 67.23
57 39.69 72.01
58 34.20 62.17
59 41.52 75.46
60 33.89 61.63
61 43.33 78.62
62 34.63 62.77
63 35.30 63.68
64 37.80 68.07
65 38.27 69.05
66 34.80 62.70
67 40.76 73.55
68 40.12 72.57
69 37.29 67.51
70 37.05 67.12
71 36.43 66.24
72 31.82 57.73
73 39.39 71.59
74 37.65 68.60
75 55.61 101.23
76 23.00 41.86
77 34.61 63.18
78 39.07 71.09
79 14.82 26.89
80 35.93 65.15
81 31.69 57.62
82 34.77 63.14
83 28.26 51.34
84 34.70 63.01
85 23.17 42.02
86 19.43 35.26
87 16.91 30.77
88 13.45 24.29
89 16.76 30.51
90 11.00 19.96
91 12.68 23.08
92 8.83 16.02
93 9.59 17.38
94 8.74 15.92
95 6.39 11.59
96 6.61 11.97
97 6.76 12.32
98 4.77 8.65
99 3.33 6.05
100 2.69 4.90
