0 13936.11 0.45
1 19106.91 0.63
2 20544.76 0.67
3 19635.18 0.64
4 19948.96 0.65
5 19149.60 0.63
6 20577.29 0.67
7 17846.76 0.58
8 20050.49 0.66
9 19931.30 0.65
10 18533.39 0.61
11 20137.64 0.66
12 19502.63 0.64
13 20370.30 0.67
14 17945.27 0.59
15 18280.11 0.60
16 20993.13 0.69
17 18695.15 0.61
18 18399.90 0.60
19 20710.02 0.68
20 18882.01 0.62
21 19729.71 0.65
22 20203.06 0.66
23 18750.74 0.61
24 19614.16 0.64
25 19786.33 0.65
26 18140.03 0.59
27 20699.50 0.68
28 18799.03 0.62
29 18810.59 0.62
30 20875.27 0.68
31 19030.61 0.62
32 19354.70 0.63
33 19972.27 0.65
34 18917.67 0.62
35 19478.35 0.64
36 18414.53 0.60
37 20004.05 0.65
38 19469.86 0.64
39 18396.81 0.60
40 20009.74 0.66
41 20389.19 0.67
42 20895.01 0.68
43 17173.10 0.56
44 19561.21 0.64
45 19104.78 0.63
46 18387.39 0.60
47 20710.55 0.68
48 19758.70 0.65
49 19047.21 0.62
50 17928.74 0.59
51 21292.29 0.70
52 18737.19 0.61
53 18790.27 0.62
54 18104.63 0.59
55 20350.53 0.67
56 19570.53 0.64
57 20905.76 0.68
58 18033.84 0.59
59 20312.30 0.67
60 18352.98 0.60
61 21039.10 0.69
62 18741.30 0.61
63 22442.02 0.73
64 16031.50 0.52
65 18573.02 0.61
66 18745.88 0.61
67 19728.09 0.65
68 19630.53 0.64
69 19776.20 0.65
70 18958.67 0.62
71 19673.05 0.64
72 19334.26 0.63
73 21344.63 0.70
74 17809.64 0.58
75 21008.35 0.69
76 17882.88 0.59
77 21485.04 0.70
78 18387.93 0.60
79 20296.87 0.66
80 17236.31 0.56
81 20450.31 0.67
82 18903.35 0.62
83 21354.86 0.70
84 17438.29 0.57
85 20637.28 0.68
86 17561.59 0.58
87 19989.29 0.65
88 18958.67 0.62
89 19917.51 0.65
90 18763.53 0.61
91 18906.76 0.62
92 19370.05 0.63
93 20943.05 0.69
94 18396.14 0.60
95 21035.19 0.69
96 17511.00 0.57
97 21405.79 0.70
98 16692.22 0.55
99 21214.88 0.69
100 17889.26 0.59
101 19781.96 0.65
102 21766.67 0.71
103 17838.80 0.58
104 19363.50 0.63
105 16410.94 0.54
106 19921.03 0.65
107 19184.90 0.63
108 17610.51 0.58
109 19232.40 0.63
110 20979.09 0.69
111 19127.47 0.63
112 16989.18 0.56
113 18971.37 0.62
114 21534.19 0.71
115 17248.21 0.56
116 19136.98 0.63
117 15821.21 0.52
118 19182.15 0.63
119 17755.27 0.58
120 17735.93 0.58
121 16002.49 0.52
122 14787.06 0.48
123 12956.56 0.42
124 9590.60 0.31
125 5370.90 0.18
126 2934.91 0.10
127 2127.45 0.07
128 2853.38 0.09
129 2843.06 0.09
130 3139.44 0.10
131 1420.56 0.05
132 1654.95 0.05
133 1420.56 0.05
134 1079.63 0.04
135 710.28 0.02
