0 19808.20 0.65
1 21969.42 0.72
2 22747.21 0.74
3 22768.16 0.75
4 22769.89 0.75
5 22765.16 0.75
6 22761.26 0.75
7 22748.53 0.74
8 23494.21 0.77
9 22054.04 0.72
10 26336.03 0.86
11 24194.77 0.79
12 24898.66 0.82
13 22019.01 0.72
14 16356.42 0.54
15 22772.74 0.75
16 22800.74 0.75
17 22784.59 0.75
18 22756.67 0.75
19 22738.25 0.74
20 22762.27 0.75
21 22776.76 0.75
22 22766.34 0.75
23 22765.33 0.75
24 23471.35 0.77
25 22037.57 0.72
26 29897.91 0.98
27 19196.88 0.63
28 27750.00 0.91
29 17053.35 0.56
30 19913.77 0.65
31 22765.00 0.75
32 22775.09 0.75
33 22739.14 0.74
34 22741.07 0.74
35 22761.52 0.75
36 22773.65 0.75
37 22764.62 0.75
38 22752.77 0.74
39 23468.75 0.77
40 22046.76 0.72
41 23476.26 0.77
42 29859.22 0.98
43 22048.54 0.72
44 21334.54 0.70
45 17795.66 0.58
46 22018.12 0.72
47 22779.12 0.75
48 22750.72 0.74
49 22744.64 0.74
50 22774.18 0.75
51 22777.47 0.75
52 22761.42 0.75
53 22765.40 0.75
54 22757.99 0.75
55 23478.37 0.77
56 22039.39 0.72
57 27011.76 0.88
58 22760.38 0.75
59 27741.19 0.91
60 17784.33 0.58
61 18486.59 0.61
62 22741.13 0.74
63 22771.98 0.75
64 22750.49 0.74
65 22770.93 0.75
66 22751.89 0.74
67 22759.92 0.75
68 22758.76 0.75
69 22755.15 0.75
70 22769.87 0.75
71 23485.97 0.77
72 22061.76 0.72
73 31289.65 1.02
74 19901.64 0.65
75 22770.42 0.75
76 19209.78 0.63
77 20638.82 0.68
78 22757.56 0.75
79 22759.77 0.75
80 22746.57 0.74
81 22756.34 0.75
82 22762.19 0.75
83 22770.78 0.75
84 22760.91 0.75
85 22750.10 0.74
86 23477.34 0.77
87 22041.15 0.72
88 25589.42 0.84
89 25627.54 0.84
90 27037.67 0.89
91 16357.05 0.54
92 19198.62 0.63
93 22754.87 0.75
94 22760.37 0.75
95 22791.31 0.75
96 22766.66 0.75
97 22744.51 0.74
98 22759.78 0.75
99 22772.24 0.75
100 22774.12 0.75
101 22772.00 0.75
102 23471.95 0.77
103 22043.30 0.72
104 30581.73 1.00
105 13444.58 0.44
