0 1.98 0.39
1 36.84 7.33
2 48.64 9.68
3 14.23 2.83
4 40.61 8.08
5 26.78 5.33
6 28.88 5.75
7 23.95 4.77
8 35.69 7.10
9 29.90 5.95
10 31.78 6.33
11 31.92 6.35
12 31.79 6.33
13 31.93 6.36
14 33.88 6.74
15 24.26 4.83
16 34.63 6.89
17 29.86 5.94
18 28.91 5.76
19 29.90 5.95
20 28.83 5.74
21 30.03 5.98
22 25.97 5.17
23 27.68 5.51
24 28.77 5.73
25 29.79 5.93
26 29.76 5.92
27 31.70 6.31
28 31.88 6.35
29 31.86 6.34
30 31.89 6.35
31 29.20 5.81
32 33.45 6.66
33 32.11 6.39
34 29.12 5.80
35 28.94 5.76
36 27.89 5.55
37 27.78 5.53
38 29.00 5.77
39 26.93 5.36
40 27.63 5.50
41 29.79 5.93
42 28.63 5.70
43 31.56 6.28
44 31.87 6.35
45 31.86 6.34
46 31.95 6.36
47 30.87 6.14
48 31.74 6.32
49 32.09 6.39
50 30.24 6.02
51 28.98 5.77
52 28.82 5.74
53 28.98 5.77
54 28.39 5.65
55 24.80 4.94
56 28.36 5.65
57 28.89 5.75
58 28.48 5.67
59 31.43 6.26
60 31.86 6.34
61 31.87 6.35
62 31.82 6.34
63 30.59 6.09
64 32.29 6.43
65 31.72 6.31
66 32.45 6.46
67 28.01 5.58
68 30.74 6.12
69 29.18 5.81
70 29.00 5.77
71 28.19 5.61
72 26.86 5.35
73 28.02 5.58
74 25.31 5.04
75 29.78 5.93
76 31.68 6.31
77 31.86 6.34
78 31.88 6.35
79 31.86 6.34
80 31.86 6.34
81 31.88 6.35
82 32.30 6.43
83 30.42 6.06
84 28.62 5.70
85 31.06 6.18
86 28.26 5.63
87 28.66 5.71
88 29.07 5.79
89 28.30 5.63
90 27.31 5.44
91 24.84 4.95
92 30.79 6.13
93 40.03 7.97
94 22.70 4.52
95 31.25 6.22
96 32.30 6.43
97 32.86 6.54
98 31.17 6.20
99 31.30 6.23
100 31.24 6.22
101 27.89 5.55
102 30.11 5.99
103 28.60 5.69
104 26.41 5.26
105 26.56 5.29
106 14.51 2.89
