0 1.00 0.20
1 48.80 9.71
2 45.61 9.08
3 9.37 1.86
4 54.41 10.83
5 31.80 6.33
6 37.01 7.37
7 16.90 3.36
8 33.73 6.71
9 29.88 5.95
10 31.76 6.32
11 32.02 6.37
12 28.05 5.58
13 24.03 4.78
14 22.66 4.51
15 26.79 5.33
16 35.58 7.08
17 31.82 6.33
18 31.88 6.35
19 31.86 6.34
20 31.84 6.34
21 31.92 6.35
22 31.97 6.36
23 30.03 5.98
24 28.93 5.76
25 28.80 5.73
26 29.74 5.92
27 31.80 6.33
28 30.12 6.00
29 28.21 5.62
30 25.23 5.02
31 20.75 4.13
32 32.85 6.54
33 31.84 6.34
34 31.86 6.34
35 31.83 6.34
36 31.89 6.35
37 31.88 6.35
38 32.02 6.37
39 29.87 5.95
40 31.99 6.37
41 28.10 5.59
42 29.70 5.91
43 29.65 5.90
44 32.77 6.52
45 30.38 6.05
46 27.73 5.52
47 23.06 4.59
48 23.88 4.75
49 31.07 6.19
50 31.84 6.34
51 31.84 6.34
52 31.88 6.35
53 31.81 6.33
54 31.87 6.34
55 32.10 6.39
56 30.10 5.99
57 30.01 5.97
58 28.74 5.72
59 30.75 6.12
60 29.70 5.91
61 32.11 6.39
62 28.47 5.67
63 26.59 5.29
64 24.09 4.79
65 26.39 5.25
66 31.21 6.21
67 31.88 6.35
68 31.85 6.34
69 31.89 6.35
70 31.85 6.34
71 31.86 6.34
72 32.19 6.41
73 29.56 5.88
74 31.70 6.31
75 24.41 4.86
76 31.31 6.23
77 31.05 6.18
78 30.66 6.10
79 32.47 6.46
80 29.45 5.86
81 25.20 5.02
82 21.29 4.24
83 29.65 5.90
84 31.87 6.34
85 31.87 6.34
86 31.85 6.34
87 32.88 6.55
88 30.85 6.14
89 32.28 6.43
90 30.86 6.14
91 26.66 5.31
92 30.29 6.03
93 29.64 5.90
94 31.61 6.29
95 31.07 6.19
96 31.80 6.33
97 28.11 5.60
98 26.93 5.36
99 22.76 4.53
100 28.65 5.70
101 31.54 6.28
102 31.87 6.34
103 31.89 6.35
104 31.87 6.34
105 30.79 6.13
